Street Address,Zip Code,List Price,Lat,Long,Tax Ammount,School Dist,List Date
"12007 TRIANON LN, Austin TX 78727",78727,300000,30.413329,-97.723466,4715.0,Austin ISD,2015-08-20
"12603 Tomanet TRL, Austin TX 78727",78727,300000,30.420971,-97.698728,3317.0,Austin ISD,2015-07-03
"7116 Tanaqua LN, Austin TX 78739",78739,500000,30.189917,-97.901039,10200.0,Austin ISD,2015-07-08
"5101 Avenue F, Austin TX 78751",78751,300000,30.315559,-97.722301,6271.0,Austin ISD,2015-07-07
"2105 Briar CV, Cedar Park TX 78613",78613,200000,30.533726,-97.842146,3541.0,Leander ISD,2015-07-06
"161 Hidden Canyon CV, Driftwood TX 78619",78619,500000,30.094276,-98.049847,1599.0,Hays ISD,2015-07-06
"7005 Mount Carrell DR, Austin TX 78745",78745,200000,30.196515,-97.796367,4319.0,Austin ISD,2015-07-14
"16704 Trevin CV, Manor TX 78653",78653,100000,30.337204,-97.550824,3251.0,Manor ISD,2015-07-09
"8888 Tallwood DR # 3104, Austin TX 78759",78759,100000,30.377208,-97.740079,1684.0,Austin ISD,2015-07-09
"6106 Cary DR, Austin TX 78757",78757,1000000,30.340002,-97.745962,7552.0,Austin ISD,2015-07-10
"1414 Hillcrest DR, Taylor TX 76574",76574,100000,30.586142,-97.432185,3522.0,Taylor ISD,2015-07-12
"2124 Burton DR # 126, Austin TX 78741",78741,80000,30.231786,-97.733577,1020.0,Austin ISD,2015-07-10
"1402 Apache CV, Pflugerville TX 78660",78660,200000,30.439622,-97.639999,4215.0,Pflugerville ISD,2015-07-12
"4605 West Rim CV, Austin TX 78731",78731,900000,30.372,-97.766959,17883.0,Austin ISD,2015-07-12
"4005 Veiled Falls DR, Pflugerville TX 78660",78660,200000,30.453878,-97.567594,5588.0,Pflugerville ISD,2015-07-13
"1112 W 10th ST, Austin TX 78703",78703,1000000,30.275903,-97.754085,19240.0,Austin ISD,2015-07-23
"5608 Joe Sayers AVE, Austin TX 78756",78756,300000,30.329321,-97.734665,6523.05,Austin ISD,2015-07-07
"13416 Capadocia CV, Austin TX 78727",78727,200000,30.430273,-97.692937,5127.0,Pflugerville ISD,2015-07-11
"123 Cutting Horse TRL, Bastrop TX 78602",78602,200000,30.160468,-97.3029,3911.0,Bastrop ISD,2015-07-10
,78759,200000,30.376826,-97.757734,3195.0,Austin ISD,2015-07-17
"104 Abamillo DR, Bastrop TX 78602",78602,300000,30.127376,-97.411082,8733.0,Bastrop ISD,2015-07-16
"279 Brandons WAY, Buda TX 78610",78610,200000,30.043652,-97.811938,4551.0,Hays ISD,2015-07-16
"100 Martino TRL, Georgetown TX 78628",78628,300000,30.634188,-97.817071,0.0,Liberty Hill ISD,2015-07-16
"8913 United Kingdom DR, Austin TX 78748",78748,200000,30.177455,-97.808369,3723.0,Austin ISD,2015-07-13
"2835 Angelina DR, Round Rock TX 78665",78665,300000,30.55841,-97.608621,7628.0,Round Rock ISD,2015-07-16
"7000 William Wallace WAY, Austin TX 78754",78754,300000,30.350951,-97.608432,5654.0,Manor ISD,2015-07-17
"3685 Homannville TRL, Lockhart TX 78644",78644,100000,30.002521,-97.684588,847.0,Lockhart ISD,2015-08-25
"11005 Spear Oak CV, Austin TX 78759",78759,400000,30.418965,-97.771154,7579.0,Round Rock ISD,2015-07-17
"10422 Firethorn LN, Austin TX 78750",78750,200000,30.454384,-97.801382,3547.0,Round Rock ISD,2015-07-22
"2135 High RD, Kyle TX 78640",78640,200000,29.975652,-97.790907,4004.0,Hays ISD,2015-07-24
"9724 Rias WAY, Austin TX 78717",78717,400000,30.511406,-97.752988,7915.0,Round Rock ISD,2015-07-23
"3206 Primrose TRL, Georgetown TX 78628",78628,100000,30.667071,-97.691592,3184.0,Georgetown ISD,2015-07-20
,78749,200000,30.205693,-97.847315,4534.0,Austin ISD,2015-07-31
"2901A Acopio Bend, Austin TX 78745",78745,200000,30.191893,-97.829536,4680.0,Austin ISD,2015-07-27
"1115 Concan, Hutto TX 78634",78634,200000,30.531828,-97.558434,4620.0,Hutto ISD,2015-07-24
"109 Gettysburg, Elgin TX 78621",78621,100000,30.358151,-97.391072,3203.0,Elgin ISD,2015-07-24
"8419 Racine TRL, Austin TX 78717",78717,200000,30.49209,-97.741777,5077.0,Round Rock ISD,2015-07-24
"308 Miracle Rose WAY, Georgetown TX 78628",78628,400000,30.574912,-97.767624,11441.0,Georgetown ISD,2015-07-23
"451 Billie Brooks LN, Driftwood TX 78619",78619,200000,30.056355,-98.014347,1809.0,Wimberley ISD,2015-09-18
"7607 Bellflower CV, Austin TX 78759",78759,700000,30.418523,-97.777077,11544.0,Round Rock ISD,2015-07-24
"1020 Washburn DR, Leander TX 78641",78641,200000,30.593059,-97.880515,4918.0,Leander ISD,2015-07-23
"2450 Wickersham LN # L1208, Austin TX 78741",78741,100000,30.22418,-97.726748,1843.0,Del Valle ISD,2015-07-22
"6204 Parliament DR, Austin TX 78724",78724,200000,30.288282,-97.66086,2392.0,Austin ISD,2015-08-01
"4609 Placid PL, Austin TX 78731",78731,800000,30.323248,-97.752763,12804.0,Austin ISD,2015-07-24
"2722 Loyaga DR, Round Rock TX 78681",78681,400000,30.540001,-97.704117,7684.0,Round Rock ISD,2015-07-24
"1205 W 7th ST, Taylor TX 76574",76574,200000,30.572113,-97.423784,2643.0,Taylor ISD,2015-07-24
"1929 Granite Springs RD, Leander TX 78641",78641,400000,30.564567,-97.803107,10132.0,Leander ISD,2015-07-31
"1011 Springbrook DR, Pflugerville TX 78660",78660,200000,30.474371,-97.634093,5070.37,Pflugerville ISD,2015-08-13
"181 Kype CV, Kyle TX 78640",78640,200000,29.979083,-97.862051,4331.0,Hays ISD,2015-07-31
"718 Ranier LN, Round Rock TX 78665",78665,200000,30.540197,-97.642801,4201.0,Round Rock ISD,2015-07-26
"13101 Easley DR, Manchaca TX 78652",78652,300000,30.119807,-97.821666,4268.0,Austin ISD,2015-07-29
"718 Riverside DR, Bastrop TX 78602",78602,300000,30.070108,-97.285825,4025.0,Bastrop ISD,2015-07-29
"2707 Gatlin Creek RD, Dripping Springs TX 78620",78620,800000,30.126796,-98.138265,4547.0,Dripping Springs ISD,2015-08-31
"14700 Harcourt House LN, Pflugerville TX 78660",78660,200000,30.419862,-97.635433,5344.8,Pflugerville ISD,2015-07-30
"2207 East Side DR, Austin TX 78704",78704,400000,30.239101,-97.747675,10472.0,Austin ISD,2015-08-01
"2741 Plantation DR, Round Rock TX 78681",78681,300000,30.542857,-97.700076,7267.0,Round Rock ISD,2015-08-03
"121 Spring Branch LOOP, Kyle TX 78640",78640,100000,30.005332,-97.877595,2775.0,Hays ISD,2015-07-31
"2410 Great Oaks DR # 401, Round Rock TX 78681",78681,200000,30.537488,-97.742005,3636.0,Leander ISD,2015-08-03
"676 Bottle Brush DR, Kyle TX 78640",78640,200000,30.005765,-97.890301,5106.0,Hays ISD,2015-07-31
"6604 Glebe PATH, Austin TX 78754",78754,200000,30.347091,-97.616291,4086.0,Manor ISD,2015-07-31
"100 Lakemont DR, Hutto TX 78634",78634,200000,30.511599,-97.566895,3869.0,Hutto ISD,2015-07-31
,78641,200000,30.549289,-97.86493,4238.0,Leander ISD,2015-08-01
"414 Fort Boggy DR, Georgetown TX 78633",78633,300000,30.730609,-97.738644,5247.0,Georgetown ISD,2015-08-04
"513 Woodlake DR, McQueeney TX 78123",78123,200000,29.619492,-98.0359,2912.0,Seguin ISD,2015-08-03
"2100 Brewers PL, Taylor TX 76574",76574,100000,30.585275,-97.435376,2409.0,Taylor ISD,2015-08-04
"7004 Outfitter DR, Austin TX 78744",78744,200000,30.199854,-97.701348,5239.0,Del Valle ISD,2015-08-04
"5305 Allamanda DR, Austin TX 78739",78739,500000,30.169382,-97.890169,0.0,Austin ISD,2015-08-04
"11000 Baltus DR, Austin TX 78758",78758,200000,30.386163,-97.703245,3530.0,Pflugerville ISD,2015-08-05
"1427 Rowan DR, Georgetown TX 78628",78628,400000,30.692843,-97.70696,11222.0,Georgetown ISD,2015-08-07
"6910 Hart LN # 310, Austin TX 78731",78731,100000,30.352408,-97.759074,2797.0,Austin ISD,2015-08-08
,78665,300000,30.569249,-97.675469,6935.0,Round Rock ISD,2015-07-26
"709 Golf Crest LN, Lakeway TX 78734",78734,300000,30.363476,-97.964385,6460.0,Lake Travis ISD,2015-08-06
"705 Mason ST, Leander TX 78641",78641,100000,30.56981,-97.859927,2918.0,Leander ISD,2015-08-10
"4301 Rolling Water DR, Pflugerville TX 78660",78660,200000,30.451257,-97.565655,6667.0,Pflugerville ISD,2015-08-27
"5109 Big Bend TRL, Georgetown TX 78633",78633,300000,30.693011,-97.721748,8064.0,Georgetown ISD,2015-08-14
"128 Inman DR, Hutto TX 78634",78634,200000,30.538228,-97.545481,4547.0,Hutto ISD,2015-08-14
"3306 Buffalo Springs TRL, Georgetown TX 78628",78628,200000,30.66898,-97.691953,3494.0,Georgetown ISD,2015-08-11
"317 Golden Butterfly, Leander TX 78641",78641,300000,30.625326,-97.866921,8494.0,Leander ISD,2015-07-31
"180 Northridge, Martindale TX 78655",78655,200000,29.83636,-97.805687,3353.0,San Marcos ISD,2015-08-09
"1909 Winsted LN, Austin TX 78703",78703,600000,30.290351,-97.761648,11333.0,Austin ISD,2015-08-10
"222 Darwins WAY, Austin TX 78734",78734,400000,30.342011,-97.963304,10393.0,Lake Travis ISD,2015-08-13
"17418 Montana Falls DR, Round Rock TX 78681",78681,300000,30.511418,-97.730327,5788.0,Round Rock ISD,2015-08-12
"5016 Patagonia PASS, Bee Cave TX 78738",78738,600000,30.319879,-97.994561,10706.0,Lake Travis ISD,2015-08-14
"5408 Aurora DR # B, Austin TX 78756",78756,400000,30.324642,-97.732158,9671.0,Austin ISD,2015-08-13
"134 Williams ST, Bastrop TX 78602",78602,100000,30.187716,-97.302601,1992.0,Bastrop ISD,2015-08-18
"4416 Cisco Valley DR, Round Rock TX 78664",78664,200000,30.496026,-97.603624,5753.0,Pflugerville ISD,2015-08-23
"7205 Waldon DR # 203, Austin TX 78750",78750,300000,30.372761,-97.787044,4940.0,Austin ISD,2015-08-14
"709 Saunders DR, Round Rock TX 78664",78664,200000,30.534109,-97.673818,2919.0,Round Rock ISD,2015-08-15
"205 Mcgee TRL, Kingsland TX 78639",78639,200000,30.642867,-98.458666,1965.0,Llano ISD,2015-08-18
"4007 Avenue B, Austin TX 78751",78751,700000,30.304865,-97.734053,13298.0,Austin ISD,2015-08-18
"5209 Ingersoll LN, Austin TX 78744",78744,300000,30.175012,-97.690366,6026.0,Del Valle ISD,2015-08-17
"10992 Long Branch DR, Austin TX 78736",78736,400000,30.242417,-97.997405,6739.0,Austin ISD,2015-08-18
"9104 Wampton WAY, Austin TX 78749",78749,400000,30.206808,-97.876385,6909.0,Austin ISD,2015-08-21
"102 San Marino WAY, Horseshoe Bay TX 78657",78657,300000,30.528983,-98.399918,3119.0,Llano ISD,2015-08-21
"17626 Loch Linnhe LOOP, Pflugerville TX 78660",78660,200000,30.46951,-97.637004,3346.0,Pflugerville ISD,2015-08-21
"10509 Grand Oak CIR, Austin TX 78750",78750,600000,30.427302,-97.801514,12725.0,Round Rock ISD,2015-08-25
"1405 NORTHRIDGE DR, Austin TX 78723",78723,400000,30.314263,-97.698743,6336.0,Austin ISD,2015-08-19
"698 Lonesome LOOP, Blanco TX 78606",78606,200000,30.164645,-98.371867,2989.0,Blanco ISD,2015-08-20
"4804 Heflin LN, Austin TX 78721",78721,200000,30.285072,-97.680025,3114.0,Austin ISD,2015-08-24
"117 White Fox, Round Rock TX 78664",78664,400000,30.502001,-97.606116,8629.77,Round Rock ISD,2015-08-14
"207 Smith, Bastrop TX 78602",78602,100000,30.136391,-97.337603,293.0,Bastrop ISD,2015-09-08
"22 W Inwood Forest DR, Wimberley TX 78676",78676,200000,29.977302,-98.133735,2228.0,Wimberley ISD,2015-08-26
"105 Cole CIR, Burnet TX 78611",78611,300000,30.749182,-98.393998,4280.14,Burnet ISD,2015-08-25
"3701 Bunyon CIR, Lago Vista TX 78645",78645,300000,30.430927,-97.997693,265.0,Lago Vista ISD,2015-08-28
"8104 Sunburst PKWY, Round Rock TX 78681",78681,300000,30.52051,-97.728839,7061.0,Round Rock ISD,2015-08-24
"109 W Maunalua DR, Bastrop TX 78602",78602,100000,30.088939,-97.313109,1963.0,Bastrop ISD,2015-08-25
"9005 Roxborough ST, Austin TX 78729",78729,300000,30.453756,-97.777834,4283.0,Round Rock ISD,2015-08-28
"12108 Terraza CIR, Austin TX 78726",78726,300000,30.42822,-97.84552,7063.0,Leander ISD,2015-08-30
"8101 Willet TRL, Austin TX 78745",78745,200000,30.19691,-97.826528,3468.0,Austin ISD,2015-08-27
"2011 Shallow Stream CV, Austin TX 78735",78735,1000000,30.293933,-97.868201,20996.0,Austin ISD,2015-08-27
"4304 Kimberlyn LN # 4, Austin TX 78727",78727,300000,30.441538,-97.707252,4160.0,Round Rock ISD,2015-08-25
"18304 Weatherby LN, Elgin TX 78621",78621,200000,30.3581,-97.418366,4900.0,Elgin ISD,2015-08-28
"1812 Mcclannahan DR, Austin TX 78748",78748,200000,30.14686,-97.840746,4506.46,Austin ISD,2015-08-26
"1104 Gage CV, Round Rock TX 78665",78665,200000,30.505678,-97.63288,4848.0,Round Rock ISD,2015-08-27
"6711 Daugherty ST, Austin TX 78757",78757,700000,30.343871,-97.739058,7349.0,Austin ISD,2015-09-02
"2701 E 4th ST, Austin TX 78702",78702,400000,30.255902,-97.712928,4305.0,Austin ISD,2015-08-28
"601 Reliance DR, Buda TX 78610",78610,200000,30.07325,-97.819812,4892.0,Hays ISD,2015-10-06
"4400 Companeros WAY, Austin TX 78749",78749,300000,30.195794,-97.858285,5075.0,Austin ISD,2015-09-03
"709 Ranier LN, Round Rock TX 78665",78665,200000,30.539729,-97.64333,4002.0,Round Rock ISD,2015-09-11
"6292 Negley, Kyle TX 78640",78640,200000,30.017932,-97.887826,3989.0,Hays ISD,2015-09-08
"2606 Wilson ST # 1002, Austin TX 78704",78704,400000,30.23788,-97.759271,7768.0,Austin ISD,2015-09-09
"9405 Magic FLS, Garden Ridge TX 78266",78266,400000,29.622964,-98.298023,6991.0,Comal ISD,2015-09-03
"2100 Glendale PL # A, Austin TX 78704",78704,500000,30.238124,-97.742863,15467.0,Austin ISD,2015-09-02
"19000 Leigh LN, Pflugerville TX 78660",78660,200000,30.451401,-97.555602,4500.0,Pflugerville ISD,2015-09-02
"1115 Kinney AVE # 8, Austin TX 78704",78704,400000,30.256149,-97.765604,8294.0,Austin ISD,2015-09-02
"1620 Bryant DR # 1603, Round Rock TX 78664",78664,200000,30.491394,-97.650053,4500.0,Round Rock ISD,2015-09-04
"138 Crystal City CRK, Buda TX 78610",78610,200000,30.053569,-97.840082,7588.0,Hays ISD,2015-09-04
"207 Lariat CIR, Liberty Hill TX 78642",78642,100000,30.709906,-97.911755,1279.0,Liberty Hill ISD,2015-09-03
"3418 Roanoke DR, Cedar Park TX 78613",78613,200000,30.471893,-97.816669,3264.0,Leander ISD,2015-09-05
"197 hidden valley court, Johnson City TX 78636",78636,100000,30.20158,-98.399831,2084.0,Johnson City ISD,2015-09-03
"14911 Round Mountain RD, Leander TX 78641",78641,300000,30.580674,-97.943818,5681.0,Leander ISD,2015-09-09
"302 Quail RUN, San Marcos TX 78666",78666,200000,29.827082,-98.007685,3233.0,San Marcos ISD,2015-09-06
"4413 Angelico LN, Round Rock TX 78681",78681,400000,30.542526,-97.72933,8468.0,Round Rock ISD,2015-09-10
"182 Mendez LOOP, Kyle TX 78640",78640,200000,30.007251,-97.882008,4840.0,Hays ISD,2015-09-07
"2310 Spring Wagon LN, Austin TX 78728",78728,300000,30.444847,-97.682568,4873.0,Round Rock ISD,2015-09-08
"1005 E RIVERSIDE DR, Austin TX 78704",78704,600000,30.249348,-97.738515,7793.0,Austin ISD,2015-09-10
"1606 Newton ST, Austin TX 78704",78704,400000,30.248078,-97.75294,4086.0,Austin ISD,2015-09-18
"11416 Via Grande, Austin TX 78739",78739,400000,30.197357,-97.921159,9302.0,Austin ISD,2015-09-14
"6904 Shumard CIR, Austin TX 78759",78759,400000,30.422847,-97.766241,6446.0,Round Rock ISD,2015-09-12
"215 Palmetto DR, Georgetown TX 78633",78633,300000,30.734207,-97.738299,6237.0,Georgetown ISD,2015-09-14
"21202 Packsaddle TRL, Lago Vista TX 78645",78645,300000,30.474549,-97.986002,7527.0,Lago Vista ISD,2015-09-24
"701 Speed Horse, Liberty Hill TX 78642",78642,300000,30.676058,-97.921996,5729.0,Liberty Hill ISD,2015-09-13
"283 Pine Arbol PASS, Buda TX 78610",78610,200000,30.080789,-97.812222,6584.0,Hays ISD,2015-09-18
"169 Kona DR, Bastrop TX 78602",78602,200000,30.094843,-97.287622,3710.0,Bastrop ISD,2015-09-22
"4436 Hunters Lodge DR, Round Rock TX 78681",78681,300000,30.548773,-97.76145,7544.0,Leander ISD,2015-09-17
"6305 Rotan DR, Austin TX 78749",78749,300000,30.219882,-97.875898,6002.0,Austin ISD,2015-09-18
"304 PANTHER PATH, Liberty Hill TX 78642",78642,200000,30.666454,-97.929842,3484.0,Liberty Hill ISD,2015-09-16
"1172 Navasota ST, Austin TX 78702",78702,500000,30.270415,-97.727575,6306.0,Austin ISD,2015-09-22
"2511 Sweet Clover DR, Austin TX 78745",78745,200000,30.191075,-97.822566,3983.0,Austin ISD,2015-09-23
"170 Sunrise TER, Cedar Park TX 78613",78613,600000,30.518059,-97.798674,11578.0,Leander ISD,2015-09-25
"5837 Mantalcino DR, Round Rock TX 78665",78665,300000,30.547261,-97.597585,9664.0,Hutto ISD,2015-09-21
"1723 Zimmerman LN, Round Rock TX 78681",78681,200000,30.525436,-97.713629,4001.0,Round Rock ISD,2015-08-20
"202 Anacua LOOP, Manchaca TX 78652",78652,300000,30.138894,-97.887947,0.0,Austin ISD,2015-08-13
"11607 Fence Post TRL, Austin TX 78750",78750,200000,30.453527,-97.820734,5230.0,Round Rock ISD,2015-08-12
"3104 Sweet Autumn CV, Austin TX 78735",78735,1000000,30.284261,-97.872322,16093.0,Austin ISD,2015-08-12
"3431 North Hills DR # 116, Austin TX 78731",78731,100000,30.34791,-97.752307,1985.0,Austin ISD,2015-08-19
"3528 Rams Horn WAY, Round Rock TX 78665",78665,200000,30.553979,-97.674357,4939.0,Round Rock ISD,2015-08-18
"4104 Zion AVE, Taylor TX 76574",76574,200000,30.596901,-97.419809,4350.0,Taylor ISD,2015-08-14
"628 River Oaks RD, Blanco TX 78606",78606,1000000,30.101946,-98.336675,12888.0,Blanco ISD,2015-08-18
"4518 Senda LN, Austin TX 78725",78725,100000,30.237621,-97.572713,2465.0,Del Valle ISD,2015-08-17
"2609 Los Alamos PASS, Round Rock TX 78665",78665,400000,30.554532,-97.616583,11406.0,Round Rock ISD,2015-08-18
"5501 Harold CT, Austin TX 78721",78721,90000,30.271168,-97.679978,2850.0,Austin ISD,2015-08-17
"516 Garrett CT, Hutto TX 78634",78634,200000,30.523282,-97.540884,3841.0,Hutto ISD,2015-08-22
"4901 Buckskin PASS, Austin TX 78745",78745,400000,30.224364,-97.795485,6389.0,Austin ISD,2015-08-14
"101 Winn Wood RD, Wimberley TX 78676",78676,300000,29.97531,-98.095883,2930.0,Wimberley ISD,2015-08-15
"13509 Lismore LN, Pflugerville TX 78660",78660,200000,30.391481,-97.615947,4370.0,Pflugerville ISD,2015-08-19
"916 Alamo Plaza DR, Cedar Park TX 78613",78613,200000,30.534849,-97.823833,4013.0,Leander ISD,2015-08-28
"1505 Old Mcdade RD, Elgin TX 78621",78621,300000,30.324039,-97.317756,4049.0,Elgin ISD,2015-08-21
"5217 MCCORMICK MOUNTAIN DR, Austin TX 78734",78734,1000000,30.409725,-97.917842,21701.65,Lake Travis ISD,2015-08-31
"11209 Uvalde CV, Austin TX 78739",78739,300000,30.171003,-97.864687,4336.0,Austin ISD,2015-08-22
"4206 JM Cuba, Taylor TX 76574",76574,200000,30.594141,-97.431235,4809.0,Taylor ISD,2015-08-24
"8008 Bramble Bush DR, Austin TX 78747",78747,200000,30.157568,-97.739845,3297.0,Austin ISD,2015-08-25
"3201 Oxsheer DR, Austin TX 78732",78732,500000,30.37464,-97.896027,9389.0,Leander ISD,2015-09-02
"13322 Solar Crest, Other TX 78245",78245,200000,29.419852,-98.758528,3694.0,Other,2015-08-25
"510 Buffalo PASS, Round Rock TX 78681",78681,100000,30.497491,-97.684245,2728.0,Round Rock ISD,2015-08-24
"3111 Caballo Ranch Blvd, Leander TX 78641",78641,400000,30.549449,-97.787606,9602.7,Leander ISD,2015-09-04
"4018 Clawson RD, Austin TX 78704",78704,500000,30.230842,-97.78323,5848.0,Austin ISD,2015-08-26
"101 Greg LN, Jarrell TX 76537",76537,200000,30.827724,-97.605407,4328.0,Jarrell ISD,2015-08-25
"804 W Johanna ST # B, Austin TX 78704",78704,600000,30.246818,-97.760199,10947.0,Austin ISD,2015-09-03
"1512 Normeadows CIR, Round Rock TX 78681",78681,100000,30.520667,-97.699698,2729.0,Round Rock ISD,2015-08-26
"12605 Wood Lily TRL, Elgin TX 78621",78621,200000,30.343391,-97.436953,5066.0,Elgin ISD,2015-08-25
"7211 Lakewood DR # 103, Austin TX 78750",78750,300000,30.372135,-97.786848,4319.0,Austin ISD,2015-08-26
"125 Roberts CIR, Georgetown TX 78633",78633,500000,30.696413,-97.758529,8353.0,Georgetown ISD,2015-08-28
"15800 Schmidt Loop, Manor TX 78653",78653,400000,30.395121,-97.518729,5861.0,Manor ISD,2015-08-26
"14428 Lake Victor DR, Pflugerville TX 78660",78660,200000,30.430776,-97.663108,5298.0,Pflugerville ISD,2015-08-28
"19513 WT Gallaway, Manor TX 78653",78653,200000,30.353289,-97.51055,0.0,Manor ISD,2015-08-21
"18416 Weatherby LN, Elgin TX 78621",78621,200000,30.357181,-97.416569,4600.0,Elgin ISD,2015-08-28
"16201 Castletroy DR, Austin TX 78717",78717,300000,30.505464,-97.748312,5412.0,Round Rock ISD,2015-08-28
"10702 HILL DR, Leander TX 78641",78641,200000,30.490177,-97.914489,1484.0,Leander ISD,2015-08-29
"235 Feathergrass DR, Buda TX 78610",78610,200000,30.060415,-97.813496,3467.0,Hays ISD,2015-08-29
"13528 Utah Flats DR, Austin TX 78727",78727,300000,30.426777,-97.683627,6960.0,Pflugerville ISD,2015-09-01
"1206 Rutherford DR, Leander TX 78641",78641,200000,30.560608,-97.826219,4934.0,Leander ISD,2015-08-29
"703 N Hill ST, Burnet TX 78611",78611,100000,30.766396,-98.219602,1890.0,Burnet ISD,2015-08-29
"1106 N Bishop ST, San Marcos TX 78666",78666,200000,29.881294,-97.962695,3150.0,San Marcos ISD,2015-09-01
"21 Casa Verde, Lakeway TX 78734",78734,200000,30.37891,-97.972829,3370.0,Lake Travis ISD,2015-09-01
"1202 Knoll Ridge DR, Cedar Park TX 78613",78613,200000,30.516816,-97.850355,4207.0,Leander ISD,2015-09-23
"604 Virginia DR, Round Rock TX 78664",78664,200000,30.523235,-97.673627,3807.0,Round Rock ISD,2015-08-31
"111 Park Place DR, Georgetown TX 78628",78628,500000,30.635419,-97.802062,7995.0,Liberty Hill ISD,2015-09-04
"113 Yucca House DR, Pflugerville TX 78660",78660,200000,30.466054,-97.623371,4642.0,Pflugerville ISD,2015-09-04
"2702 Perkins PL, Georgetown TX 78626",78626,200000,30.629322,-97.650651,3145.0,Georgetown ISD,2015-09-03
"17836 Park Valley DR, Round Rock TX 78681",78681,200000,30.515532,-97.722931,5257.0,Round Rock ISD,2015-09-09
"124 Cold Springs DR, Georgetown TX 78633",78633,300000,30.706733,-97.715208,6203.0,Georgetown ISD,2015-09-01
"1500 Woodlawn BLVD # 10, Austin TX 78703",78703,200000,30.283932,-97.760425,4050.74,Austin ISD,2015-09-05
"1287 County Road 334, Rockdale TX 76567",76567,200000,30.668048,-96.931573,1561.0,Milano ISD,2015-09-05
"3704 Ebony Hollow PASS, Austin TX 78739",78739,600000,30.159592,-97.869408,8033.0,Austin ISD,2015-09-04
"4615 S 1st ST, Austin TX 78745",78745,200000,30.216859,-97.775238,3718.0,Austin ISD,2015-09-04
"1805 Intervail DR, Austin TX 78746",78746,900000,30.262798,-97.799314,18769.0,Eanes ISD,2015-09-09
"21410 Greylag DR, Pflugerville TX 78660",78660,300000,30.484571,-97.57094,9097.0,Pflugerville ISD,2015-09-04
"223 Grand Isle DR, Round Rock TX 78665",78665,200000,30.537651,-97.644307,4534.0,Round Rock ISD,2015-09-04
"6401 Old Harbor LN, Austin TX 78739",78739,400000,30.193908,-97.890859,6053.0,Austin ISD,2015-09-11
"13209 Armaga CV, Austin TX 78727",78727,300000,30.427758,-97.692979,6348.0,Pflugerville ISD,2015-09-22
"750 Painted Horse TRL, Burnet TX 78611",78611,1000000,30.698989,-98.272166,9782.7,Burnet ISD,2015-09-17
"8612 Brock CIR, Austin TX 78745",78745,300000,30.188531,-97.820141,5243.0,Austin ISD,2015-09-08
"300 San Gabriel Village BLVD # 422, Georgetown TX 78626",78626,200000,30.644275,-97.680681,4014.0,Georgetown ISD,2015-10-30
"15005 Donna Jane LOOP, Pflugerville TX 78660",78660,200000,30.437382,-97.656882,4571.0,Pflugerville ISD,2015-09-10
"12001 Preserve Vista TER, Austin TX 78738",78738,1000000,30.319623,-97.918045,18423.62,Lake Travis ISD,2015-09-10
"1144 Renaissance TRL, Round Rock TX 78665",78665,200000,30.533525,-97.643105,4532.0,Round Rock ISD,2015-09-25
"102 Tanglewood LN, Hutto TX 78634",78634,100000,30.535441,-97.542354,2878.0,Hutto ISD,2015-09-09
"3907 Alexandria DR, Austin TX 78749",78749,300000,30.201761,-97.84512,4626.0,Austin ISD,2015-09-07
"148 Goddard, Kyle TX 78640",78640,200000,29.972221,-97.859483,3891.0,Hays ISD,2015-09-11
"4969 Hartson, Kyle TX 78640",78640,200000,30.012648,-97.876638,3798.0,Hays ISD,2015-09-15
"109 Camden Cove, Buda TX 78610",78610,300000,30.100097,-97.866474,0.0,Hays ISD,2015-09-10
"1205 Elm ST # 3, Austin TX 78703",78703,600000,30.28016,-97.757639,16539.0,Austin ISD,2015-09-14
"11604 Yeadon WAY, Austin TX 78717",78717,300000,30.489865,-97.797508,6857.0,Leander ISD,2015-10-01
"524 Dinge Bay, Round Rock TX 78664",78664,300000,30.490836,-97.602619,4809.0,Pflugerville ISD,2015-09-18
"6145 Lake Teravista WAY, Georgetown TX 78626",78626,500000,30.590577,-97.66212,0.0,Georgetown ISD,2015-09-12
"3005 Fresh Springs RD, Pflugerville TX 78660",78660,300000,30.491118,-97.564502,9671.0,Pflugerville ISD,2015-09-15
"3535 Rock Shelf LN, Round Rock TX 78681",78681,200000,30.556622,-97.737683,4367.0,Round Rock ISD,2015-09-17
"301 Stassney LN # 23, Austin TX 78745",78745,400000,30.203631,-97.77291,8600.0,Austin ISD,2015-09-14
"300 Crockett ST # 313, Austin TX 78704",78704,200000,30.244249,-97.754724,3759.0,Austin ISD,2015-09-17
"305 Willowbrook DR, Hutto TX 78634",78634,200000,30.536925,-97.542756,4257.0,Hutto ISD,2015-09-16
"9824 Westminster Glen AVE, Austin TX 78730",78730,1000000,30.364814,-97.848815,25011.0,Leander ISD,2015-09-18
"3402 Walleye WAY, Round Rock TX 78665",78665,200000,30.551387,-97.667147,3478.0,Round Rock ISD,2015-09-15
"3008 Foxton CV, Austin TX 78748",78748,300000,30.178626,-97.841189,5131.0,Austin ISD,2015-09-28
"141 Casa Blanca DR, Del Valle TX 78617",78617,200000,30.087181,-97.599056,2758.0,Bastrop ISD,2015-09-26
"8005 Forest Mesa DR # A, Austin TX 78759",78759,300000,30.36682,-97.750173,4835.0,Austin ISD,2015-10-15
