SiteName,ProgramYear,CEID,CEName,CECounty,TypeOfAgency,TypeOfSNPOrg,SiteName,ClaimDate,EnrollmentQty,FreeEligibleQty,ReducedEligibleQty,PaidEligibleQty,TotalReimbursement
LAMAR MIDDLE,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LAMAR MIDDLE,06/01/2019 12:00:00 AM,1198.0,227.0,39.0,932.0,112132.29
LANGFORD EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LANGFORD EL,05/01/2019 12:00:00 AM,551.0,551.0,0.0,0.0,449998.52
LASA HIGH SCHOOL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LASA HIGH SCHOOL,05/01/2019 12:00:00 AM,1254.0,107.0,18.0,1129.0,40458.57
LBJ HIGH SCHOOL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LBJ HIGH SCHOOL,05/01/2019 12:00:00 AM,840.0,611.0,62.0,166.0,195170.83
LEE EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LEE EL,05/01/2019 12:00:00 AM,435.0,74.0,6.0,355.0,48951.45
LINDER EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LINDER EL,05/01/2019 12:00:00 AM,301.0,301.0,0.0,0.0,232580.88999999996
LIVELY MIDDLE,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LIVELY MIDDLE,05/01/2019 12:00:00 AM,1072.0,594.0,58.0,420.0,330057.21
MAPLEWOOD EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MAPLEWOOD EL,05/01/2019 12:00:00 AM,485.0,163.0,17.0,305.0,108345.07
MARTIN MIDDLE,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MARTIN MIDDLE,05/01/2019 12:00:00 AM,592.0,592.0,0.0,0.0,305398.94
MATHEWS EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MATHEWS EL,05/01/2019 12:00:00 AM,428.0,133.0,18.0,276.0,81792.49
MCBEE ELEMENTARY,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MCBEE ELEMENTARY,05/01/2019 12:00:00 AM,483.0,483.0,0.0,0.0,305503.66
MCCALLUM H S,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MCCALLUM H S,05/01/2019 12:00:00 AM,1769.0,342.0,45.0,1382.0,95125.67
MENCHACA EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MENCHACA EL,05/01/2019 12:00:00 AM,740.0,340.0,40.0,359.0,203502.47999999998
MENDEZ MIDDLE,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MENDEZ MIDDLE,05/01/2019 12:00:00 AM,630.0,630.0,0.0,0.0,369161.91000000003
METZ EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,METZ EL,05/01/2019 12:00:00 AM,260.0,260.0,0.0,0.0,197717.16999999998
MILLS ELEMENTARY,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MILLS ELEMENTARY,05/01/2019 12:00:00 AM,855.0,119.0,7.0,730.0,55601.86
MURCHISON MIDDLE,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MURCHISON MIDDLE,05/01/2019 12:00:00 AM,1411.0,274.0,48.0,1089.0,108068.62
NAVARRO EARLY COLLEGE H S,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,NAVARRO EARLY COLLEGE H S,05/01/2019 12:00:00 AM,1693.0,1258.0,78.0,357.0,467078.89
NORMAN-SIMS EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,NORMAN-SIMS EL,05/01/2019 12:00:00 AM,157.0,157.0,0.0,0.0,69786.87
NORTHEAST EARLY COLLEGE H S,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,NORTHEAST EARLY COLLEGE H S,05/01/2019 12:00:00 AM,1153.0,903.0,91.0,159.0,327133.76
O HENRY MIDDLE,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,O HENRY MIDDLE,05/01/2019 12:00:00 AM,830.0,214.0,25.0,591.0,98057.84
OAK HILL EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OAK HILL EL,05/01/2019 12:00:00 AM,890.0,365.0,40.0,485.0,251980.18
OAK SPRINGS EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OAK SPRINGS EL,05/01/2019 12:00:00 AM,253.0,253.0,0.0,0.0,203433.86
ODOM EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ODOM EL,05/01/2019 12:00:00 AM,416.0,328.0,46.0,42.0,225301.8
ORTEGA EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ORTEGA EL,05/01/2019 12:00:00 AM,256.0,256.0,0.0,0.0,161133.32999999996
OVERTON ELEMENTARY,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OVERTON ELEMENTARY,05/01/2019 12:00:00 AM,554.0,554.0,0.0,0.0,334527.07
PADRON EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PADRON EL,05/01/2019 12:00:00 AM,731.0,731.0,0.0,0.0,544401.35
PALM EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PALM EL,05/01/2019 12:00:00 AM,526.0,364.0,45.0,116.0,311710.88999999996
PAREDES MIDDLE SCHOOL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PAREDES MIDDLE SCHOOL,05/01/2019 12:00:00 AM,904.0,610.0,98.0,196.0,430882.99000000005
PATTON EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PATTON EL,05/01/2019 12:00:00 AM,1010.0,317.0,20.0,672.0,146308.69
PEASE EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PEASE EL,05/01/2019 12:00:00 AM,231.0,28.0,10.0,193.0,21317.91
PECAN SPRINGS EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PECAN SPRINGS EL,05/01/2019 12:00:00 AM,400.0,400.0,0.0,0.0,354076.32999999996
PEREZ EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PEREZ EL,05/01/2019 12:00:00 AM,659.0,659.0,0.0,0.0,460178.43000000005
PICKLE ELEMENTARY,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PICKLE ELEMENTARY,05/01/2019 12:00:00 AM,478.0,478.0,0.0,0.0,376265.64
PILLOW EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PILLOW EL,05/01/2019 12:00:00 AM,531.0,396.0,28.0,106.0,338650.11
PLEASANT HILL EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PLEASANT HILL EL,05/01/2019 12:00:00 AM,472.0,472.0,0.0,0.0,365119.8
REILLY EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,REILLY EL,05/01/2019 12:00:00 AM,223.0,140.0,9.0,73.0,91465.65000000001
RIDGETOP EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,RIDGETOP EL,05/01/2019 12:00:00 AM,372.0,105.0,15.0,252.0,71726.02
RODRIGUEZ EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,RODRIGUEZ EL,05/01/2019 12:00:00 AM,460.0,460.0,0.0,0.0,370223.61999999994
ROSEDALE,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ROSEDALE,05/01/2019 12:00:00 AM,259.0,99.0,11.0,149.0,27615.22
SADLER MEANS YWLA,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SADLER MEANS YWLA,05/01/2019 12:00:00 AM,424.0,424.0,0.0,0.0,215200.05999999997
SANCHEZ EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SANCHEZ EL,05/01/2019 12:00:00 AM,286.0,286.0,0.0,0.0,200049.44999999998
SIMS EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SIMS EL,05/01/2019 12:00:00 AM,231.0,231.0,0.0,0.0,170933.76000000004
SMALL MS,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SMALL MS,06/01/2019 12:00:00 AM,1282.0,314.0,44.0,924.0,140408.29
ST ELMO EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ST ELMO EL,05/01/2019 12:00:00 AM,306.0,240.0,27.0,40.0,212283.12000000002
SUMMITT EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SUMMITT EL,05/01/2019 12:00:00 AM,836.0,260.0,44.0,532.0,159005.44
SUNSET VALLEY EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SUNSET VALLEY EL,05/01/2019 12:00:00 AM,573.0,296.0,20.0,257.0,220908.71999999997
T A BROWN EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,T A BROWN EL,05/01/2019 12:00:00 AM,249.0,249.0,0.0,0.0,68003.43
TRAVIS EARLY COLLEGE H S,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,TRAVIS EARLY COLLEGE H S,05/01/2019 12:00:00 AM,1428.0,938.0,82.0,408.0,546215.81
TRAVIS HTS CHARTER,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,TRAVIS HTS CHARTER,05/01/2019 12:00:00 AM,562.0,326.0,15.0,221.0,249206.00999999998
UPHAUS EARLY CHILDHOOD CENTER,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,UPHAUS EARLY CHILDHOOD CENTER,05/01/2019 12:00:00 AM,379.0,379.0,0.0,0.0,286554.0
WALNUT CREEK EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WALNUT CREEK EL,05/01/2019 12:00:00 AM,715.0,715.0,0.0,0.0,527590.7699999999
WEBB MIDDLE,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WEBB MIDDLE,05/01/2019 12:00:00 AM,702.0,702.0,0.0,0.0,342089.8400000001
WEBB PRIMARY CENTER,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WEBB PRIMARY CENTER,05/01/2019 12:00:00 AM,215.0,215.0,0.0,0.0,172521.64
WIDEN EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WIDEN EL,05/01/2019 12:00:00 AM,456.0,456.0,0.0,0.0,336077.49
WILLIAMS EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WILLIAMS EL,05/01/2019 12:00:00 AM,478.0,338.0,43.0,97.0,231218.56999999998
WINN EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WINN EL,05/01/2019 12:00:00 AM,265.0,265.0,0.0,0.0,195639.45
WOOLDRIDGE EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WOOLDRIDGE EL,05/01/2019 12:00:00 AM,551.0,551.0,0.0,0.0,433459.32999999996
WOOTEN EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WOOTEN EL,05/01/2019 12:00:00 AM,457.0,457.0,0.0,0.0,301125.05
ZAVALA EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ZAVALA EL,05/01/2019 12:00:00 AM,298.0,298.0,0.0,0.0,218283.15999999997
ZILKER EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ZILKER EL,05/01/2019 12:00:00 AM,523.0,95.0,20.0,408.0,60858.149999999994
