ProgramYear,CEID,CEName,CECounty,TypeOfAgency,TypeOfSNPOrg,SiteName,ClaimDate,EnrollmentQty,FreeEligibleQty,ReducedEligibleQty,PaidEligibleQty,TotalReimbursement
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ORTEGA ELEMENTARY,05/01/2019 12:00:00 AM,256.0,256.0,0.0,0.0,161133.32999999993
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OVERTON ELEMENTARY,05/01/2019 12:00:00 AM,554.0,554.0,0.0,0.0,334527.07
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PADRON ELEMENTARY,05/01/2019 12:00:00 AM,731.0,731.0,0.0,0.0,544401.35
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PALM ELEMENTARY,05/01/2019 12:00:00 AM,526.0,364.0,45.0,116.0,311710.89
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PAREDES MIDDLE SCHOOL,05/01/2019 12:00:00 AM,904.0,610.0,98.0,196.0,430882.9900000001
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PATTON ELEMENTARY,05/01/2019 12:00:00 AM,1010.0,317.0,20.0,672.0,146308.69
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PEASE ELEMENTARY,05/01/2019 12:00:00 AM,231.0,28.0,10.0,193.0,21317.91
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PECAN SPRINGS ELEMENTARY,05/01/2019 12:00:00 AM,400.0,400.0,0.0,0.0,354076.33
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PEREZ ELEMENTARY,05/01/2019 12:00:00 AM,659.0,659.0,0.0,0.0,460178.43000000005
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PICKLE ELEMENTARY,05/01/2019 12:00:00 AM,478.0,478.0,0.0,0.0,376265.64
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PILLOW ELEMENTARY,05/01/2019 12:00:00 AM,531.0,396.0,28.0,106.0,338650.11
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PLEASANT HILL ELEMENTARY AUSTINEMENTARY AUSTIN,05/01/2019 12:00:00 AM,472.0,472.0,0.0,0.0,365119.8
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,REILLY ELEMENTARY AUSTIN,05/01/2019 12:00:00 AM,223.0,140.0,9.0,73.0,91465.65
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,RIDGETOP ELEMENTARY,05/01/2019 12:00:00 AM,372.0,105.0,15.0,252.0,71726.02
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,RODRIGUEZ ELEMENTARY,05/01/2019 12:00:00 AM,460.0,460.0,0.0,0.0,370223.62
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ROSEDALE SCHOOL,05/01/2019 12:00:00 AM,259.0,99.0,11.0,149.0,27615.22
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SADLER MEANS YWLA,05/01/2019 12:00:00 AM,424.0,424.0,0.0,0.0,215200.06
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SANCHEZ ELEMENTARY,05/01/2019 12:00:00 AM,286.0,286.0,0.0,0.0,200049.45
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SIMS ELEMENTARY,05/01/2019 12:00:00 AM,231.0,231.0,0.0,0.0,170933.76000000007
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SMALL MS,06/01/2019 12:00:00 AM,1282.0,314.0,44.0,924.0,140408.29
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ST ELMO ELEMENTARY,05/01/2019 12:00:00 AM,306.0,240.0,27.0,40.0,212283.12
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SUMMITT ELEMENTARY,05/01/2019 12:00:00 AM,836.0,260.0,44.0,532.0,159005.44
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SUNSET VALLEY ELEMENTARY AUSTIN,05/01/2019 12:00:00 AM,573.0,296.0,20.0,257.0,220908.72
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,T A BROWN ELEMENTARY,05/01/2019 12:00:00 AM,249.0,249.0,0.0,0.0,68003.43
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,TRAVIS EARLY COLLEGE HIGH SCHOOL AUSTIN,05/01/2019 12:00:00 AM,1428.0,938.0,82.0,408.0,546215.81
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,TRAVIS HTS CHARTER,05/01/2019 12:00:00 AM,562.0,326.0,15.0,221.0,249206.01
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,UPHAUS EARLY CHILDHOOD CENTER,05/01/2019 12:00:00 AM,379.0,379.0,0.0,0.0,286554.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WALNUT CREEK ELEMENTARY AUSTIN,05/01/2019 12:00:00 AM,715.0,715.0,0.0,0.0,527590.7699999999
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WEBB MIDDLE SCHOOL AUSTIN,05/01/2019 12:00:00 AM,702.0,702.0,0.0,0.0,342089.84000000014
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WEBB PRIMARY CENTER,05/01/2019 12:00:00 AM,215.0,215.0,0.0,0.0,172521.64
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WIDEN ELEMENTARY,05/01/2019 12:00:00 AM,456.0,456.0,0.0,0.0,336077.49
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WILLIAMS ELEMENTARY AUSTIN,05/01/2019 12:00:00 AM,478.0,338.0,43.0,97.0,231218.57
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WINN ELEMENTARY,05/01/2019 12:00:00 AM,265.0,265.0,0.0,0.0,195639.45
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WOOLDRIDGE ELEMENTARY,05/01/2019 12:00:00 AM,551.0,551.0,0.0,0.0,433459.33
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WOOTEN ELEMENTARY,05/01/2019 12:00:00 AM,457.0,457.0,0.0,0.0,301125.05
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ZAVALA ELEMENTARY AUSTIN,05/01/2019 12:00:00 AM,298.0,298.0,0.0,0.0,218283.16
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ZILKER ELEMENTARY AUSTIN,05/01/2019 12:00:00 AM,523.0,95.0,20.0,408.0,60858.15
